date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-04-22,TikTok Ads,Shopping,EdTech,Canada,37711.0,2111.0,0.056,0.68,1435.48,92.0,15.6,13898.86,9.68
2024-10-15,TikTok Ads,Shopping,E-commerce,Germany,96412.0,7047.0,0.0731,1.11,7822.17,194.0,40.32,36717.43,4.69
2024-08-13,TikTok Ads,Video,Fintech,Canada,184476.0,8854.0,0.048,0.35,3098.9,198.0,15.65,56216.92,18.14
2024-08-20,TikTok Ads,Search,Fintech,Germany,38828.0,3607.0,0.0929,0.97,3498.79,116.0,30.16,8788.51,2.51
2024-12-25,Meta Ads,Video,SaaS,Canada,187957.0,4586.0,0.0244,2.1,9630.6,271.0,35.54,34433.97,3.58
2024-11-01,Google Ads,Video,SaaS,Canada,34592.0,1615.0,0.0467,1.15,1857.25,116.0,16.01,4344.96,2.34
2024-07-04,Meta Ads,Shopping,Fintech,USA,185798.0,5889.0,0.0317,0.9,5300.1,400.0,13.25,41326.63,7.8
2024-12-30,TikTok Ads,Video,EdTech,India,194407.0,13122.0,0.0675,0.85,11153.7,379.0,29.43,56289.95,5.05
2024-11-13,Google Ads,Search,SaaS,UAE,188062.0,8143.0,0.0433,1.8,14657.4,614.0,23.87,124232.5,8.48
2024-12-14,Meta Ads,Shopping,Healthcare,India,195710.0,4481.0,0.0229,0.53,2374.93,352.0,6.75,27223.39,11.46
2024-04-09,Google Ads,Display,Healthcare,Australia,198824.0,9046.0,0.0455,3.61,32656.06,407.0,80.24,71482.19,2.19
2024-06-08,Meta Ads,Shopping,SaaS,USA,196962.0,5081.0,0.0258,2.06,10466.86,282.0,37.12,24196.95,2.31
2024-08-29,Google Ads,Shopping,SaaS,UAE,105386.0,3783.0,0.0359,1.82,6885.06,130.0,52.96,36776.35,5.34
2024-09-05,Google Ads,Search,Healthcare,UAE,49425.0,1996.0,0.0404,1.27,2534.92,98.0,25.87,9253.27,3.65
2024-12-26,Meta Ads,Video,E-commerce,Canada,191141.0,4453.0,0.0233,1.23,5477.19,72.0,76.07,8367.46,1.53
2024-05-23,TikTok Ads,Shopping,EdTech,Canada,91900.0,4696.0,0.0511,0.53,2488.88,367.0,6.78,109696.83,44.07
2024-11-26,Google Ads,Video,Healthcare,Canada,11801.0,795.0,0.0674,2.97,2361.15,57.0,41.42,3966.25,1.68
2024-11-16,Meta Ads,Display,Fintech,UAE,193926.0,5837.0,0.0301,1.0,5837.0,193.0,30.24,28429.29,4.87
2024-02-27,Google Ads,Display,EdTech,India,35355.0,961.0,0.0272,2.22,2133.42,68.0,31.37,6145.22,2.88
2024-11-12,TikTok Ads,Shopping,Healthcare,UAE,133148.0,9120.0,0.0685,0.5,4560.0,279.0,16.34,83385.98,18.29
2024-01-12,Meta Ads,Video,E-commerce,Canada,104657.0,4029.0,0.0385,0.71,2860.59,204.0,14.02,10401.62,3.64
2024-05-24,TikTok Ads,Shopping,Fintech,India,174160.0,9683.0,0.0556,1.84,17816.72,512.0,34.8,73177.92,4.11
2024-01-05,TikTok Ads,Display,Fintech,UAE,6015.0,410.0,0.0683,1.93,791.3,28.0,28.26,4383.32,5.54
2024-01-06,Meta Ads,Search,Healthcare,Australia,17763.0,726.0,0.0409,1.94,1408.44,30.0,46.95,1946.19,1.38
2024-10-14,TikTok Ads,Search,EdTech,India,97193.0,6230.0,0.0641,1.6,9968.0,306.0,32.58,81609.12,8.19
2024-03-06,Meta Ads,Shopping,Healthcare,UAE,58682.0,1748.0,0.0298,1.49,2604.52,84.0,31.01,12746.65,4.89
2024-03-21,TikTok Ads,Display,SaaS,Canada,108196.0,5334.0,0.0493,0.99,5280.66,289.0,18.27,27408.56,5.19
2024-01-08,Google Ads,Search,Fintech,India,63243.0,1707.0,0.027,2.24,3823.68,37.0,103.34,3893.12,1.02
2024-08-20,Google Ads,Search,E-commerce,UAE,152979.0,4650.0,0.0304,0.79,3673.5,330.0,11.13,91949.73,25.03
2024-01-08,Google Ads,Display,EdTech,USA,132600.0,6802.0,0.0513,1.53,10407.06,97.0,107.29,6779.29,0.65
2024-09-30,Google Ads,Video,Fintech,Australia,110977.0,4150.0,0.0374,1.13,4689.5,197.0,23.8,18314.78,3.91
2024-03-07,Google Ads,Search,EdTech,UK,87152.0,3599.0,0.0413,2.63,9465.37,127.0,74.53,25958.5,2.74
2024-08-16,Meta Ads,Shopping,Fintech,UAE,164096.0,1919.0,0.0117,0.66,1266.54,139.0,9.11,7181.17,5.67
2024-08-10,Meta Ads,Shopping,Healthcare,Germany,21389.0,941.0,0.044,0.8,752.8,46.0,16.37,8479.43,11.26
2024-04-27,Google Ads,Shopping,Healthcare,India,69323.0,2169.0,0.0313,2.19,4750.11,94.0,50.53,16337.12,3.44
2024-05-17,Google Ads,Display,SaaS,UAE,138291.0,3318.0,0.024,0.83,2753.94,217.0,12.69,12761.51,4.63
2024-11-29,TikTok Ads,Shopping,EdTech,UK,72444.0,2339.0,0.0323,1.39,3251.21,153.0,21.25,12919.22,3.97
2024-12-04,Google Ads,Search,Healthcare,UAE,160002.0,7520.0,0.047,2.96,22259.2,403.0,55.23,70823.58,3.18
2024-08-12,Meta Ads,Search,E-commerce,USA,16246.0,448.0,0.0276,1.99,891.52,8.0,111.44,1955.09,2.19
2024-06-05,Meta Ads,Shopping,Fintech,Germany,15789.0,423.0,0.0268,1.81,765.63,7.0,109.38,1223.95,1.6
2024-06-05,Google Ads,Search,EdTech,Australia,25103.0,710.0,0.0283,2.34,1661.4,24.0,69.23,1896.75,1.14
2024-12-28,TikTok Ads,Display,SaaS,India,138515.0,4377.0,0.0316,0.51,2232.27,285.0,7.83,10321.59,4.62
2024-02-20,Meta Ads,Search,EdTech,Australia,180399.0,6025.0,0.0334,0.7,4217.5,191.0,22.08,17456.79,4.14
2024-05-16,Meta Ads,Video,E-commerce,UAE,62545.0,606.0,0.0097,1.96,1187.76,37.0,32.1,5627.66,4.74
2024-06-30,Google Ads,Shopping,Fintech,Canada,72526.0,2146.0,0.0296,1.56,3347.76,168.0,19.93,25859.74,7.72
2024-07-07,Meta Ads,Display,EdTech,Australia,67823.0,2075.0,0.0306,1.83,3797.25,26.0,146.05,4093.91,1.08
2024-06-23,Meta Ads,Display,E-commerce,India,164937.0,4453.0,0.027,1.08,4809.24,129.0,37.28,35127.5,7.3
2024-12-14,Meta Ads,Search,EdTech,UK,114575.0,2039.0,0.0178,0.53,1080.67,113.0,9.56,10656.96,9.86
2024-06-13,Google Ads,Shopping,Fintech,Germany,132157.0,2999.0,0.0227,0.93,2789.07,152.0,18.35,21855.26,7.84
2024-01-11,TikTok Ads,Video,Healthcare,Germany,108145.0,3882.0,0.0359,0.94,3649.08,98.0,37.24,28726.52,7.87
2024-04-29,TikTok Ads,Search,SaaS,India,72642.0,3014.0,0.0415,1.16,3496.24,59.0,59.26,15070.44,4.31
2024-04-07,TikTok Ads,Display,Healthcare,UAE,131678.0,8374.0,0.0636,0.91,7620.34,505.0,15.09,29682.01,3.9
2024-05-13,Google Ads,Video,E-commerce,Australia,34402.0,1314.0,0.0382,3.29,4323.06,17.0,254.3,1273.24,0.29
2024-10-08,Meta Ads,Video,Healthcare,Germany,58276.0,1183.0,0.0203,1.49,1762.67,89.0,19.81,20273.71,11.5
2024-08-14,Google Ads,Shopping,EdTech,Canada,168059.0,3462.0,0.0206,3.08,10662.96,154.0,69.24,33243.77,3.12
2024-08-16,Meta Ads,Video,Fintech,Canada,91123.0,1567.0,0.0172,2.33,3651.11,64.0,57.05,5119.1,1.4
2024-05-28,Meta Ads,Shopping,Fintech,Australia,16344.0,452.0,0.0277,0.9,406.8,5.0,81.36,1102.53,2.71
2024-03-26,TikTok Ads,Video,SaaS,UAE,99457.0,5808.0,0.0584,1.6,9292.8,80.0,116.16,12231.1,1.32
2024-06-07,Meta Ads,Video,E-commerce,India,57375.0,843.0,0.0147,1.61,1357.23,40.0,33.93,9739.81,7.18
2024-04-17,Google Ads,Display,E-commerce,UAE,115017.0,2771.0,0.0241,2.56,7093.76,95.0,74.67,22528.38,3.18
2024-09-28,Meta Ads,Search,EdTech,USA,90431.0,1853.0,0.0205,1.7,3150.1,57.0,55.26,14834.93,4.71
2024-03-13,Meta Ads,Search,E-commerce,USA,140566.0,5046.0,0.0359,0.62,3128.52,384.0,8.15,59980.19,19.17
2024-02-28,Meta Ads,Search,EdTech,Germany,133583.0,3954.0,0.0296,0.65,2570.1,255.0,10.08,31756.12,12.36
2024-04-08,Google Ads,Video,E-commerce,USA,198555.0,13104.0,0.066,2.46,32235.84,336.0,95.94,58794.32,1.82
2024-09-23,Meta Ads,Display,Healthcare,UK,88560.0,1319.0,0.0149,0.52,685.88,81.0,8.47,8584.02,12.52
2024-06-24,Google Ads,Display,Fintech,UAE,117217.0,5602.0,0.0478,3.49,19550.98,411.0,47.57,75729.26,3.87
2024-08-24,Meta Ads,Shopping,Fintech,UAE,104616.0,4048.0,0.0387,1.77,7164.96,233.0,30.75,45906.84,6.41
2024-02-14,TikTok Ads,Video,Healthcare,Canada,79553.0,2712.0,0.0341,0.31,840.72,170.0,4.95,16973.79,20.19
2024-08-20,Google Ads,Search,Fintech,USA,170904.0,4751.0,0.0278,1.12,5321.12,326.0,16.32,44297.15,8.32
2024-07-14,Google Ads,Search,Healthcare,India,88807.0,4999.0,0.0563,2.37,11847.63,348.0,34.04,103474.34,8.73
2024-08-14,Meta Ads,Shopping,EdTech,Canada,157499.0,1574.0,0.01,1.76,2770.24,45.0,61.56,13465.06,4.86
2024-09-27,Meta Ads,Search,E-commerce,Australia,46846.0,983.0,0.021,0.72,707.76,11.0,64.34,2501.87,3.53
2024-09-18,TikTok Ads,Search,Fintech,Germany,104986.0,6131.0,0.0584,0.36,2207.16,219.0,10.08,57679.5,26.13
2024-05-24,Meta Ads,Shopping,EdTech,India,172516.0,6314.0,0.0366,0.72,4546.08,335.0,13.57,82096.8,18.06
2024-08-23,Meta Ads,Display,E-commerce,India,187099.0,2469.0,0.0132,0.83,2049.27,103.0,19.9,3413.17,1.67
2024-04-04,Google Ads,Shopping,SaaS,India,111661.0,3930.0,0.0352,0.84,3301.2,310.0,10.65,21226.88,6.43
2024-06-09,Meta Ads,Display,EdTech,Germany,79441.0,3082.0,0.0388,0.53,1633.46,100.0,16.33,29391.59,17.99
2024-04-15,Google Ads,Display,SaaS,Australia,14078.0,763.0,0.0542,2.26,1724.38,57.0,30.25,16289.72,9.45
2024-01-07,Meta Ads,Shopping,Fintech,Australia,182235.0,5047.0,0.0277,0.74,3734.78,260.0,14.36,53450.65,14.31
2024-02-24,Meta Ads,Video,SaaS,Canada,128629.0,2109.0,0.0164,1.29,2720.61,168.0,16.19,49256.62,18.1
2024-04-02,Meta Ads,Display,Fintech,Canada,21309.0,432.0,0.0203,1.66,717.12,15.0,47.81,4449.98,6.21
2024-09-06,Google Ads,Search,Fintech,USA,167932.0,6717.0,0.04,2.46,16523.82,247.0,66.9,38475.06,2.33
2024-01-08,TikTok Ads,Search,Fintech,UK,162795.0,8107.0,0.0498,0.96,7782.72,575.0,13.54,86383.64,11.1
2024-08-18,Meta Ads,Search,EdTech,UK,50893.0,1124.0,0.0221,1.41,1584.84,29.0,54.65,2707.5,1.71
2024-09-22,TikTok Ads,Display,SaaS,UAE,81619.0,3623.0,0.0444,0.47,1702.81,222.0,7.67,46448.44,27.28
2024-07-25,Meta Ads,Search,EdTech,Germany,154381.0,1698.0,0.011,1.85,3141.3,70.0,44.88,19750.24,6.29
2024-01-12,Google Ads,Search,Fintech,India,124273.0,3603.0,0.029,1.55,5584.65,167.0,33.44,20460.25,3.66
2024-12-01,Meta Ads,Video,Healthcare,Germany,6969.0,176.0,0.0253,1.08,190.08,10.0,19.01,2562.91,13.48
2024-05-24,TikTok Ads,Display,SaaS,UK,29089.0,1076.0,0.037,0.65,699.4,40.0,17.48,8233.32,11.77
2024-07-10,Google Ads,Shopping,SaaS,UK,10704.0,489.0,0.0457,1.71,836.19,36.0,23.23,5339.04,6.38
2024-12-04,TikTok Ads,Search,E-commerce,Australia,22772.0,1045.0,0.0459,0.95,992.75,38.0,26.12,5743.6,5.79
2024-04-11,Google Ads,Search,Fintech,Germany,68449.0,3285.0,0.048,2.38,7818.3,243.0,32.17,60681.21,7.76
2024-10-26,Google Ads,Search,SaaS,UAE,51819.0,2497.0,0.0482,2.88,7191.36,138.0,52.11,37600.62,5.23
2024-11-19,Google Ads,Video,Fintech,Australia,173722.0,3821.0,0.022,1.54,5884.34,201.0,29.28,44895.5,7.63
2024-12-15,Google Ads,Shopping,SaaS,USA,119014.0,5938.0,0.0499,2.88,17101.44,95.0,180.02,23773.95,1.39
2024-05-20,Google Ads,Search,SaaS,Australia,159741.0,6868.0,0.043,1.37,9409.16,336.0,28.0,33272.11,3.54
2024-02-29,Google Ads,Shopping,Fintech,Germany,167982.0,7693.0,0.0458,2.64,20309.52,193.0,105.23,10777.69,0.53
2024-06-08,Google Ads,Video,Fintech,Germany,96658.0,2822.0,0.0292,3.37,9510.14,112.0,84.91,25060.16,2.64
2024-01-19,Meta Ads,Video,EdTech,India,43467.0,991.0,0.0228,1.9,1882.9,25.0,75.32,3146.23,1.67
2024-01-05,Google Ads,Search,EdTech,UK,41378.0,2023.0,0.0489,1.23,2488.29,73.0,34.09,9343.63,3.76
2024-10-26,TikTok Ads,Video,EdTech,India,100673.0,5718.0,0.0568,1.05,6003.9,196.0,30.63,41067.13,6.84
2024-12-13,TikTok Ads,Shopping,Healthcare,Australia,191994.0,14898.0,0.0776,1.08,16089.84,936.0,17.19,60355.75,3.75
2024-05-21,TikTok Ads,Display,EdTech,UK,152235.0,6104.0,0.0401,0.73,4455.92,252.0,17.68,48424.44,10.87
2024-12-07,Meta Ads,Video,Fintech,Australia,66929.0,1539.0,0.023,1.21,1862.19,38.0,49.01,9540.22,5.12
2024-05-09,Google Ads,Video,SaaS,Canada,188202.0,7189.0,0.0382,1.15,8267.35,376.0,21.99,88923.49,10.76
2024-01-25,Google Ads,Video,Fintech,USA,184316.0,4091.0,0.0222,1.04,4254.64,309.0,13.77,82363.46,19.36
2024-09-10,Google Ads,Video,Healthcare,Canada,65545.0,3355.0,0.0512,1.77,5938.35,196.0,30.3,57936.29,9.76
2024-06-04,Google Ads,Video,Healthcare,USA,33141.0,798.0,0.0241,3.29,2625.42,42.0,62.51,7236.65,2.76
2024-07-09,Meta Ads,Video,Healthcare,Germany,76229.0,1562.0,0.0205,1.01,1577.62,30.0,52.59,4290.5,2.72
2024-11-09,TikTok Ads,Search,SaaS,Australia,141614.0,10677.0,0.0754,0.35,3736.95,305.0,12.25,62355.52,16.69
2024-07-14,Meta Ads,Shopping,Healthcare,UK,161193.0,4916.0,0.0305,1.37,6734.92,377.0,17.86,91408.9,13.57
2024-02-17,Google Ads,Search,SaaS,Germany,142244.0,4935.0,0.0347,2.98,14706.3,127.0,115.8,34307.21,2.33
2024-03-27,Meta Ads,Search,Fintech,UAE,178063.0,1851.0,0.0104,0.45,832.95,64.0,13.01,7044.13,8.46
2024-01-28,Google Ads,Video,Fintech,Australia,193978.0,5780.0,0.0298,1.73,9999.4,177.0,56.49,42071.17,4.21
2024-02-18,Meta Ads,Display,SaaS,Canada,187051.0,6284.0,0.0336,2.01,12630.84,493.0,25.62,94906.46,7.51
2024-01-11,Meta Ads,Video,EdTech,UK,152977.0,5491.0,0.0359,1.35,7412.85,147.0,50.43,9232.39,1.25
2024-05-01,Google Ads,Display,E-commerce,UAE,129447.0,4310.0,0.0333,2.7,11637.0,211.0,55.15,16618.47,1.43
2024-01-22,Google Ads,Shopping,Fintech,USA,28387.0,672.0,0.0237,3.32,2231.04,41.0,54.42,7232.57,3.24
2024-04-27,Meta Ads,Shopping,Fintech,Australia,88986.0,1308.0,0.0147,0.75,981.0,80.0,12.26,21439.34,21.85
2024-01-10,Google Ads,Video,SaaS,UK,170268.0,7917.0,0.0465,3.14,24859.38,98.0,253.67,22672.12,0.91
2024-01-20,Google Ads,Display,Healthcare,USA,122322.0,6152.0,0.0503,1.23,7566.96,155.0,48.82,10417.89,1.38
2024-02-07,Meta Ads,Display,Healthcare,UK,69429.0,2430.0,0.035,1.59,3863.7,119.0,32.47,21584.01,5.59
2024-06-07,Meta Ads,Display,SaaS,Canada,196675.0,4031.0,0.0205,1.97,7941.07,186.0,42.69,27686.79,3.49
2024-05-25,Google Ads,Video,E-commerce,Australia,104134.0,3603.0,0.0346,3.46,12466.38,234.0,53.28,14496.48,1.16
2024-12-24,Meta Ads,Display,EdTech,Canada,150544.0,2890.0,0.0192,1.7,4913.0,170.0,28.9,47769.42,9.72
2024-10-28,TikTok Ads,Video,SaaS,Canada,75553.0,3331.0,0.0441,0.44,1465.64,203.0,7.22,33301.04,22.72
2024-10-23,Meta Ads,Search,EdTech,India,149565.0,2437.0,0.0163,0.37,901.69,30.0,30.06,3133.33,3.47
2024-04-15,Google Ads,Display,SaaS,India,12896.0,535.0,0.0415,0.98,524.3,20.0,26.21,2475.65,4.72
2024-05-22,TikTok Ads,Display,Fintech,Germany,70428.0,3310.0,0.047,1.17,3872.7,164.0,23.61,25462.93,6.57
2024-06-09,TikTok Ads,Shopping,EdTech,USA,12345.0,456.0,0.037,0.62,282.72,21.0,13.46,5118.94,18.11
2024-11-25,Meta Ads,Display,SaaS,USA,18140.0,455.0,0.0251,1.15,523.25,29.0,18.04,1746.46,3.34
2024-02-18,Google Ads,Video,Fintech,Australia,42823.0,1588.0,0.0371,2.97,4716.36,33.0,142.92,3266.45,0.69
2024-01-26,TikTok Ads,Shopping,SaaS,Germany,34118.0,1470.0,0.0431,0.85,1249.5,55.0,22.72,3037.11,2.43
2024-01-08,Meta Ads,Video,EdTech,UK,127775.0,3871.0,0.0303,0.76,2941.96,159.0,18.5,28717.22,9.76
2024-09-15,Google Ads,Shopping,Fintech,UAE,136354.0,3736.0,0.0274,1.16,4333.76,152.0,28.51,29811.83,6.88
2024-10-28,Google Ads,Shopping,E-commerce,Germany,115454.0,7227.0,0.0626,2.46,17778.42,154.0,115.44,5144.22,0.29
2024-06-02,Meta Ads,Search,EdTech,USA,37994.0,1379.0,0.0363,1.06,1461.74,58.0,25.2,7343.12,5.02
2024-10-12,Meta Ads,Video,EdTech,Germany,74615.0,2327.0,0.0312,1.1,2559.7,129.0,19.84,25496.94,9.96
2024-12-15,Google Ads,Search,EdTech,Canada,176790.0,4490.0,0.0254,1.49,6690.1,250.0,26.76,74442.63,11.13
2024-10-29,Google Ads,Shopping,Fintech,Germany,60077.0,1994.0,0.0332,3.11,6201.34,28.0,221.48,7635.29,1.23
2024-03-31,Meta Ads,Display,Fintech,Canada,151295.0,2163.0,0.0143,1.58,3417.54,85.0,40.21,3173.67,0.93
2024-04-19,TikTok Ads,Display,E-commerce,Canada,20282.0,1740.0,0.0858,1.25,2175.0,94.0,23.14,14237.0,6.55
2024-10-12,Google Ads,Search,Healthcare,Germany,185488.0,3950.0,0.0213,1.39,5490.5,289.0,19.0,75172.15,13.69
2024-09-11,Meta Ads,Display,E-commerce,Australia,28567.0,999.0,0.035,1.69,1688.31,68.0,24.83,13037.25,7.72
2024-11-19,Google Ads,Search,E-commerce,UAE,96170.0,5145.0,0.0535,2.12,10907.4,268.0,40.7,72622.99,6.66
2024-02-07,Meta Ads,Shopping,Healthcare,Canada,101019.0,2515.0,0.0249,1.69,4250.35,72.0,59.03,11353.12,2.67
2024-03-01,TikTok Ads,Shopping,E-commerce,UK,91795.0,3800.0,0.0414,1.22,4636.0,157.0,29.53,24815.09,5.35
2024-07-08,Meta Ads,Search,E-commerce,India,22543.0,333.0,0.0148,1.49,496.17,12.0,41.35,642.18,1.29
2024-02-28,Meta Ads,Shopping,Healthcare,Canada,119598.0,1064.0,0.0089,2.0,2128.0,64.0,33.25,17165.43,8.07
2024-08-27,Meta Ads,Search,EdTech,UAE,158504.0,4897.0,0.0309,0.43,2105.71,255.0,8.26,54921.72,26.08
2024-03-22,Google Ads,Display,E-commerce,Australia,39542.0,1209.0,0.0306,1.85,2236.65,42.0,53.25,7992.11,3.57
2024-07-19,Google Ads,Display,Fintech,India,110848.0,3181.0,0.0287,2.45,7793.45,186.0,41.9,32321.78,4.15
2024-12-22,Meta Ads,Video,Healthcare,Australia,79964.0,1487.0,0.0186,1.07,1591.09,22.0,72.32,3882.65,2.44
2024-12-19,TikTok Ads,Display,EdTech,Germany,105127.0,7747.0,0.0737,0.88,6817.36,460.0,14.82,99299.9,14.57
2024-01-07,Google Ads,Shopping,EdTech,UAE,73803.0,1505.0,0.0204,2.12,3190.6,98.0,32.56,18709.86,5.86
2024-06-24,Google Ads,Shopping,Healthcare,UK,96575.0,4925.0,0.051,2.4,11820.0,181.0,65.3,7335.74,0.62
2024-02-20,Google Ads,Shopping,Fintech,UK,162489.0,4500.0,0.0277,3.03,13635.0,184.0,74.1,54944.54,4.03
2024-05-05,Meta Ads,Search,Healthcare,Canada,76155.0,3548.0,0.0466,1.25,4435.0,243.0,18.25,30659.34,6.91
2024-12-06,TikTok Ads,Search,Fintech,UK,180021.0,13105.0,0.0728,1.61,21099.05,880.0,23.98,75656.62,3.59
2024-04-13,TikTok Ads,Video,EdTech,UK,79965.0,3070.0,0.0384,1.02,3131.4,237.0,13.21,65306.0,20.86
2024-05-28,Meta Ads,Search,EdTech,India,49789.0,622.0,0.0125,2.08,1293.76,48.0,26.95,7704.96,5.96
2024-04-11,TikTok Ads,Video,SaaS,Germany,195026.0,9653.0,0.0495,1.83,17664.99,371.0,47.61,94022.57,5.32
2024-02-17,TikTok Ads,Shopping,Healthcare,Canada,130438.0,7721.0,0.0592,1.6,12353.6,353.0,35.0,70310.53,5.69
2024-12-14,TikTok Ads,Shopping,SaaS,India,141917.0,4796.0,0.0338,0.66,3165.36,369.0,8.58,11953.05,3.78
2024-11-22,TikTok Ads,Shopping,SaaS,USA,146958.0,7494.0,0.051,1.68,12589.92,538.0,23.4,117826.98,9.36
2024-09-16,Google Ads,Video,E-commerce,UK,13605.0,300.0,0.0221,2.08,624.0,21.0,29.71,4495.51,7.2
2024-05-23,Google Ads,Display,SaaS,Germany,116041.0,6428.0,0.0554,1.75,11249.0,74.0,152.01,13873.48,1.23
2024-09-25,TikTok Ads,Search,E-commerce,India,170396.0,10138.0,0.0595,1.08,10949.04,494.0,22.16,99795.18,9.11
2024-02-22,Meta Ads,Display,EdTech,India,19743.0,619.0,0.0314,1.25,773.75,41.0,18.87,9219.46,11.92
2024-08-28,Google Ads,Search,E-commerce,Australia,94081.0,5588.0,0.0594,2.69,15031.72,88.0,170.81,24757.88,1.65
2024-06-10,TikTok Ads,Video,Fintech,USA,141643.0,8526.0,0.0602,0.46,3921.96,379.0,10.35,51038.1,13.01
2024-01-23,Meta Ads,Shopping,SaaS,Australia,90716.0,3002.0,0.0331,1.47,4412.94,194.0,22.75,39560.54,8.96
2024-12-20,Google Ads,Search,EdTech,USA,72055.0,1678.0,0.0233,3.17,5319.26,41.0,129.74,8506.9,1.6
2024-04-18,Meta Ads,Shopping,E-commerce,Germany,112692.0,2096.0,0.0186,2.27,4757.92,89.0,53.46,16587.58,3.49
2024-11-08,Google Ads,Video,Fintech,UAE,31672.0,877.0,0.0277,0.72,631.44,16.0,39.47,2266.94,3.59
2024-06-30,Meta Ads,Video,E-commerce,Germany,59131.0,1425.0,0.0241,1.04,1482.0,66.0,22.45,19372.57,13.07
2024-06-23,Google Ads,Search,SaaS,Canada,119397.0,3868.0,0.0324,1.8,6962.4,193.0,36.07,35393.3,5.08
2024-11-02,Meta Ads,Search,EdTech,Australia,157008.0,5024.0,0.032,0.72,3617.28,379.0,9.54,73104.85,20.21
2024-01-04,Meta Ads,Shopping,EdTech,UK,117217.0,2133.0,0.0182,1.29,2751.57,129.0,21.33,25455.36,9.25
2024-10-27,TikTok Ads,Search,SaaS,Canada,111956.0,5911.0,0.0528,1.57,9280.27,253.0,36.68,68395.54,7.37
2024-01-05,Meta Ads,Display,SaaS,USA,10939.0,113.0,0.0104,1.18,133.34,6.0,22.22,1684.43,12.63
2024-08-10,TikTok Ads,Display,SaaS,India,72293.0,4532.0,0.0627,1.81,8202.92,169.0,48.54,35145.36,4.28
2024-02-17,Google Ads,Shopping,Fintech,Germany,78402.0,4531.0,0.0578,2.75,12460.25,105.0,118.67,25620.07,2.06
2024-10-25,TikTok Ads,Display,E-commerce,Canada,160892.0,9122.0,0.0567,0.64,5838.08,590.0,9.9,170654.73,29.23
2024-03-14,TikTok Ads,Search,EdTech,USA,154092.0,8860.0,0.0575,1.17,10366.2,246.0,42.14,23706.53,2.29
2024-01-10,Meta Ads,Shopping,Healthcare,UAE,73323.0,1928.0,0.0263,1.71,3296.88,121.0,27.25,33634.99,10.2
2024-01-17,TikTok Ads,Video,SaaS,India,58521.0,3318.0,0.0567,1.85,6138.3,39.0,157.39,10013.26,1.63
2024-10-04,TikTok Ads,Search,SaaS,USA,48361.0,2713.0,0.0561,0.87,2360.31,54.0,43.71,7890.9,3.34
2024-05-11,TikTok Ads,Display,Healthcare,UAE,179870.0,7500.0,0.0417,1.44,10800.0,112.0,96.43,5446.79,0.5
2024-10-06,TikTok Ads,Search,E-commerce,Canada,114850.0,8234.0,0.0717,1.63,13421.42,245.0,54.78,35478.84,2.64
2024-06-17,Google Ads,Display,Healthcare,India,54976.0,2611.0,0.0475,1.32,3446.52,187.0,18.43,8230.48,2.39
2024-08-26,Google Ads,Shopping,Fintech,Australia,162636.0,9237.0,0.0568,1.41,13024.17,738.0,17.65,102989.98,7.91
2024-05-28,Google Ads,Display,Healthcare,India,23375.0,1175.0,0.0503,1.42,1668.5,15.0,111.23,1524.57,0.91
