date,country,is_public_holiday,shopping_season,season_intensity,is_shopping_season,major_event,is_major_event,days_to_next_holiday,day_of_week,is_weekend,month,quarter,is_month_start,is_month_end
2022-01-08,Canada,0,New Year Sales,2,1,,0,174.0,5,1,1,1,0,0
2022-01-08,India,0,New Year Sales,2,1,,0,18.0,5,1,1,1,0,0
2022-01-08,UAE,0,New Year Sales,2,1,,0,328.0,5,1,1,1,0,0
2022-01-08,Australia,0,New Year Sales,2,1,,0,18.0,5,1,1,1,0,0
2022-01-09,USA,0,New Year Sales,2,1,,0,6.0,6,1,1,1,0,0
2022-01-09,UK,0,New Year Sales,2,1,,0,79.0,6,1,1,1,0,0
2022-01-09,Germany,0,New Year Sales,2,1,,0,112.0,6,1,1,1,0,0
2022-01-09,Canada,0,New Year Sales,2,1,,0,173.0,6,1,1,1,0,0
2022-01-09,India,0,New Year Sales,2,1,,0,17.0,6,1,1,1,0,0
2022-01-09,UAE,0,New Year Sales,2,1,,0,327.0,6,1,1,1,0,0
2022-01-09,Australia,0,New Year Sales,2,1,,0,17.0,6,1,1,1,0,0
2022-01-10,USA,0,New Year Sales,2,1,,0,5.0,0,0,1,1,0,0
2022-01-10,UK,0,New Year Sales,2,1,,0,78.0,0,0,1,1,0,0
2022-01-10,Germany,0,New Year Sales,2,1,,0,111.0,0,0,1,1,0,0
2022-01-10,Canada,0,New Year Sales,2,1,,0,172.0,0,0,1,1,0,0
2022-01-10,India,0,New Year Sales,2,1,,0,16.0,0,0,1,1,0,0
2022-01-10,UAE,0,New Year Sales,2,1,,0,326.0,0,0,1,1,0,0
2022-01-10,Australia,0,New Year Sales,2,1,,0,16.0,0,0,1,1,0,0
2022-01-11,USA,0,New Year Sales,2,1,,0,4.0,1,0,1,1,0,0
2022-01-11,UK,0,New Year Sales,2,1,,0,77.0,1,0,1,1,0,0
2022-01-11,Germany,0,New Year Sales,2,1,,0,110.0,1,0,1,1,0,0
2022-01-11,Canada,0,New Year Sales,2,1,,0,171.0,1,0,1,1,0,0
2022-01-11,India,0,New Year Sales,2,1,,0,15.0,1,0,1,1,0,0
2022-01-11,UAE,0,New Year Sales,2,1,,0,325.0,1,0,1,1,0,0
2022-01-11,Australia,0,New Year Sales,2,1,,0,15.0,1,0,1,1,0,0
2022-01-12,USA,0,New Year Sales,2,1,,0,3.0,2,0,1,1,0,0
2022-01-12,UK,0,New Year Sales,2,1,,0,76.0,2,0,1,1,0,0
2022-01-12,Germany,0,New Year Sales,2,1,,0,109.0,2,0,1,1,0,0
2022-01-12,Canada,0,New Year Sales,2,1,,0,170.0,2,0,1,1,0,0
2022-01-12,India,0,New Year Sales,2,1,,0,14.0,2,0,1,1,0,0
2022-01-12,UAE,0,New Year Sales,2,1,,0,324.0,2,0,1,1,0,0
2022-01-12,Australia,0,New Year Sales,2,1,,0,14.0,2,0,1,1,0,0
2022-01-13,USA,0,New Year Sales,2,1,,0,2.0,3,0,1,1,0,0
2022-01-13,UK,0,New Year Sales,2,1,,0,75.0,3,0,1,1,0,0
2022-01-13,Germany,0,New Year Sales,2,1,,0,108.0,3,0,1,1,0,0
2022-01-13,Canada,0,New Year Sales,2,1,,0,169.0,3,0,1,1,0,0
2022-01-13,India,0,New Year Sales,2,1,,0,13.0,3,0,1,1,0,0
2022-01-13,UAE,0,New Year Sales,2,1,,0,323.0,3,0,1,1,0,0
2022-01-13,Australia,0,New Year Sales,2,1,,0,13.0,3,0,1,1,0,0
2022-01-14,USA,0,New Year Sales,2,1,,0,1.0,4,0,1,1,0,0
2022-01-14,UK,0,New Year Sales,2,1,,0,74.0,4,0,1,1,0,0
2022-01-14,Germany,0,New Year Sales,2,1,,0,107.0,4,0,1,1,0,0
2022-01-14,Canada,0,New Year Sales,2,1,,0,168.0,4,0,1,1,0,0
2022-01-14,India,0,New Year Sales,2,1,,0,12.0,4,0,1,1,0,0
2022-01-14,UAE,0,New Year Sales,2,1,,0,322.0,4,0,1,1,0,0
2022-01-14,Australia,0,New Year Sales,2,1,,0,12.0,4,0,1,1,0,0
2022-01-15,USA,1,New Year Sales,2,1,,0,35.0,5,1,1,1,0,0
2022-01-15,UK,0,New Year Sales,2,1,,0,73.0,5,1,1,1,0,0
2022-01-15,Germany,0,New Year Sales,2,1,,0,106.0,5,1,1,1,0,0
2022-01-15,Canada,0,New Year Sales,2,1,,0,167.0,5,1,1,1,0,0
2022-01-15,India,0,New Year Sales,2,1,,0,11.0,5,1,1,1,0,0
2022-01-15,UAE,0,New Year Sales,2,1,,0,321.0,5,1,1,1,0,0
2022-01-15,Australia,0,New Year Sales,2,1,,0,11.0,5,1,1,1,0,0
2022-01-16,USA,0,,0,0,,0,34.0,6,1,1,1,0,0
2022-01-16,UK,0,,0,0,,0,72.0,6,1,1,1,0,0
2022-01-16,Germany,0,,0,0,,0,105.0,6,1,1,1,0,0
2022-01-16,Canada,0,,0,0,,0,166.0,6,1,1,1,0,0
2022-01-16,India,0,,0,0,,0,10.0,6,1,1,1,0,0
2022-01-16,UAE,0,,0,0,,0,320.0,6,1,1,1,0,0
2022-01-16,Australia,0,,0,0,,0,10.0,6,1,1,1,0,0
2022-01-17,USA,0,,0,0,,0,33.0,0,0,1,1,0,0
2022-01-17,UK,0,,0,0,,0,71.0,0,0,1,1,0,0
2022-01-17,Germany,0,,0,0,,0,104.0,0,0,1,1,0,0
2022-01-17,Canada,0,,0,0,,0,165.0,0,0,1,1,0,0
2022-01-17,India,0,,0,0,,0,9.0,0,0,1,1,0,0
2022-01-17,UAE,0,,0,0,,0,319.0,0,0,1,1,0,0
2022-01-17,Australia,0,,0,0,,0,9.0,0,0,1,1,0,0
2022-01-18,USA,0,,0,0,,0,32.0,1,0,1,1,0,0
2022-01-18,UK,0,,0,0,,0,70.0,1,0,1,1,0,0
2022-01-18,Germany,0,,0,0,,0,103.0,1,0,1,1,0,0
2022-01-18,Canada,0,,0,0,,0,164.0,1,0,1,1,0,0
2022-01-18,India,0,,0,0,,0,8.0,1,0,1,1,0,0
2022-01-18,UAE,0,,0,0,,0,318.0,1,0,1,1,0,0
2022-01-18,Australia,0,,0,0,,0,8.0,1,0,1,1,0,0
2022-01-19,USA,0,,0,0,,0,31.0,2,0,1,1,0,0
2022-01-19,UK,0,,0,0,,0,69.0,2,0,1,1,0,0
2022-01-19,Germany,0,,0,0,,0,102.0,2,0,1,1,0,0
2022-01-19,Canada,0,,0,0,,0,163.0,2,0,1,1,0,0
2022-01-19,India,0,,0,0,,0,7.0,2,0,1,1,0,0
2022-01-19,UAE,0,,0,0,,0,317.0,2,0,1,1,0,0
2022-01-19,Australia,0,,0,0,,0,7.0,2,0,1,1,0,0
2022-01-20,USA,0,,0,0,,0,30.0,3,0,1,1,0,0
2022-01-20,UK,0,,0,0,,0,68.0,3,0,1,1,0,0
2022-01-20,Germany,0,,0,0,,0,101.0,3,0,1,1,0,0
2022-01-20,Canada,0,,0,0,,0,162.0,3,0,1,1,0,0
2022-01-20,India,0,,0,0,,0,6.0,3,0,1,1,0,0
2022-01-20,UAE,0,,0,0,,0,316.0,3,0,1,1,0,0
2022-01-20,Australia,0,,0,0,,0,6.0,3,0,1,1,0,0
2022-01-21,USA,0,,0,0,,0,29.0,4,0,1,1,0,0
2022-01-21,UK,0,,0,0,,0,67.0,4,0,1,1,0,0
2022-01-21,Germany,0,,0,0,,0,100.0,4,0,1,1,0,0
2022-01-21,Canada,0,,0,0,,0,161.0,4,0,1,1,0,0
2022-01-21,India,0,,0,0,,0,5.0,4,0,1,1,0,0
2022-01-21,UAE,0,,0,0,,0,315.0,4,0,1,1,0,0
2022-01-21,Australia,0,,0,0,,0,5.0,4,0,1,1,0,0
2022-01-22,USA,0,,0,0,,0,28.0,5,1,1,1,0,0
2022-01-22,UK,0,,0,0,,0,66.0,5,1,1,1,0,0
2022-01-22,Germany,0,,0,0,,0,99.0,5,1,1,1,0,0
2022-01-22,Canada,0,,0,0,,0,160.0,5,1,1,1,0,0
2022-01-22,India,0,,0,0,,0,4.0,5,1,1,1,0,0
2022-01-22,UAE,0,,0,0,,0,314.0,5,1,1,1,0,0
2022-01-22,Australia,0,,0,0,,0,4.0,5,1,1,1,0,0
2022-01-23,USA,0,,0,0,,0,27.0,6,1,1,1,0,0
2022-01-23,UK,0,,0,0,,0,65.0,6,1,1,1,0,0
2022-01-23,Germany,0,,0,0,,0,98.0,6,1,1,1,0,0
2022-01-23,Canada,0,,0,0,,0,159.0,6,1,1,1,0,0
2022-01-23,India,0,,0,0,,0,3.0,6,1,1,1,0,0
2022-01-23,UAE,0,,0,0,,0,313.0,6,1,1,1,0,0
2022-01-23,Australia,0,,0,0,,0,3.0,6,1,1,1,0,0
2022-01-24,USA,0,,0,0,,0,26.0,0,0,1,1,0,0
2022-01-24,UK,0,,0,0,,0,64.0,0,0,1,1,0,0
2022-01-24,Germany,0,,0,0,,0,97.0,0,0,1,1,0,0
2022-01-24,Canada,0,,0,0,,0,158.0,0,0,1,1,0,0
2022-01-24,India,0,,0,0,,0,2.0,0,0,1,1,0,0
2022-01-24,UAE,0,,0,0,,0,312.0,0,0,1,1,0,0
2022-01-24,Australia,0,,0,0,,0,2.0,0,0,1,1,0,0
2022-01-25,USA,0,,0,0,,0,25.0,1,0,1,1,0,0
2022-01-25,UK,0,,0,0,,0,63.0,1,0,1,1,0,0
2022-01-25,Germany,0,,0,0,,0,96.0,1,0,1,1,0,0
2022-01-25,Canada,0,,0,0,,0,157.0,1,0,1,1,0,0
2022-01-25,India,0,,0,0,,0,1.0,1,0,1,1,0,0
2022-01-25,UAE,0,,0,0,,0,311.0,1,0,1,1,0,0
2022-01-25,Australia,0,,0,0,,0,1.0,1,0,1,1,0,0
2022-01-26,USA,0,,0,0,,0,24.0,2,0,1,1,0,0
2022-01-26,UK,0,,0,0,,0,62.0,2,0,1,1,0,0
2022-01-26,Germany,0,,0,0,,0,95.0,2,0,1,1,0,0
2022-01-26,Canada,0,,0,0,,0,156.0,2,0,1,1,0,0
2022-01-26,India,1,,0,0,,0,201.0,2,0,1,1,0,0
2022-01-26,UAE,0,,0,0,,0,310.0,2,0,1,1,0,0
2022-01-26,Australia,1,,0,0,,0,89.0,2,0,1,1,0,0
2022-01-27,USA,0,,0,0,,0,23.0,3,0,1,1,0,0
2022-01-27,UK,0,,0,0,,0,61.0,3,0,1,1,0,0
2022-01-27,Germany,0,,0,0,,0,94.0,3,0,1,1,0,0
2022-01-27,Canada,0,,0,0,,0,155.0,3,0,1,1,0,0
2022-01-27,India,0,,0,0,,0,200.0,3,0,1,1,0,0
2022-01-27,UAE,0,,0,0,,0,309.0,3,0,1,1,0,0
2022-01-27,Australia,0,,0,0,,0,88.0,3,0,1,1,0,0
2022-01-28,USA,0,,0,0,,0,22.0,4,0,1,1,0,1
2022-01-28,UK,0,,0,0,,0,60.0,4,0,1,1,0,1
2022-01-28,Germany,0,,0,0,,0,93.0,4,0,1,1,0,1
2022-01-28,Canada,0,,0,0,,0,154.0,4,0,1,1,0,1
2022-01-28,India,0,,0,0,,0,199.0,4,0,1,1,0,1
2022-01-28,UAE,0,,0,0,,0,308.0,4,0,1,1,0,1
2022-01-28,Australia,0,,0,0,,0,87.0,4,0,1,1,0,1
2022-01-29,USA,0,,0,0,,0,21.0,5,1,1,1,0,1
2022-01-29,UK,0,,0,0,,0,59.0,5,1,1,1,0,1
2022-01-29,Germany,0,,0,0,,0,92.0,5,1,1,1,0,1
2022-01-29,Canada,0,,0,0,,0,153.0,5,1,1,1,0,1
2022-01-29,India,0,,0,0,,0,198.0,5,1,1,1,0,1
2022-01-29,UAE,0,,0,0,,0,307.0,5,1,1,1,0,1
2022-01-29,Australia,0,,0,0,,0,86.0,5,1,1,1,0,1
2022-01-30,USA,0,,0,0,,0,20.0,6,1,1,1,0,1
2022-01-30,UK,0,,0,0,,0,58.0,6,1,1,1,0,1
2022-01-30,Germany,0,,0,0,,0,91.0,6,1,1,1,0,1
2022-01-30,Canada,0,,0,0,,0,152.0,6,1,1,1,0,1
2022-01-30,India,0,,0,0,,0,197.0,6,1,1,1,0,1
2022-01-30,UAE,0,,0,0,,0,306.0,6,1,1,1,0,1
2022-01-30,Australia,0,,0,0,,0,85.0,6,1,1,1,0,1
2022-01-31,USA,0,,0,0,,0,19.0,0,0,1,1,0,1
2022-01-31,UK,0,,0,0,,0,57.0,0,0,1,1,0,1
2022-01-31,Germany,0,,0,0,,0,90.0,0,0,1,1,0,1
2022-01-31,Canada,0,,0,0,,0,151.0,0,0,1,1,0,1
2022-01-31,India,0,,0,0,,0,196.0,0,0,1,1,0,1
2022-01-31,UAE,0,,0,0,,0,305.0,0,0,1,1,0,1
2022-01-31,Australia,0,,0,0,,0,84.0,0,0,1,1,0,1
2022-02-01,USA,0,,0,0,,0,18.0,1,0,2,1,1,0
2022-02-01,UK,0,,0,0,,0,56.0,1,0,2,1,1,0
2022-02-01,Germany,0,,0,0,,0,89.0,1,0,2,1,1,0
2022-02-01,Canada,0,,0,0,,0,150.0,1,0,2,1,1,0
2022-02-01,India,0,,0,0,,0,195.0,1,0,2,1,1,0
2022-02-01,UAE,0,,0,0,,0,304.0,1,0,2,1,1,0
2022-02-01,Australia,0,,0,0,,0,83.0,1,0,2,1,1,0
2022-02-02,USA,0,,0,0,,0,17.0,2,0,2,1,1,0
2022-02-02,UK,0,,0,0,,0,55.0,2,0,2,1,1,0
2022-02-02,Germany,0,,0,0,,0,88.0,2,0,2,1,1,0
2022-02-02,Canada,0,,0,0,,0,149.0,2,0,2,1,1,0
2022-02-02,India,0,,0,0,,0,194.0,2,0,2,1,1,0
2022-02-02,UAE,0,,0,0,,0,303.0,2,0,2,1,1,0
2022-02-02,Australia,0,,0,0,,0,82.0,2,0,2,1,1,0
2022-02-03,USA,0,,0,0,,0,16.0,3,0,2,1,1,0
2022-02-03,UK,0,,0,0,,0,54.0,3,0,2,1,1,0
2022-02-03,Germany,0,,0,0,,0,87.0,3,0,2,1,1,0
2022-02-03,Canada,0,,0,0,,0,148.0,3,0,2,1,1,0
2022-02-03,India,0,,0,0,,0,193.0,3,0,2,1,1,0
2022-02-03,UAE,0,,0,0,,0,302.0,3,0,2,1,1,0
2022-02-03,Australia,0,,0,0,,0,81.0,3,0,2,1,1,0
2022-02-04,USA,0,,0,0,Winter Olympics,1,15.0,4,0,2,1,0,0
2022-02-04,UK,0,,0,0,Winter Olympics,1,53.0,4,0,2,1,0,0
2022-02-04,Germany,0,,0,0,Winter Olympics,1,86.0,4,0,2,1,0,0
2022-02-04,Canada,0,,0,0,Winter Olympics,1,147.0,4,0,2,1,0,0
2022-02-04,India,0,,0,0,Winter Olympics,1,192.0,4,0,2,1,0,0
2022-02-04,UAE,0,,0,0,Winter Olympics,1,301.0,4,0,2,1,0,0
2022-02-04,Australia,0,,0,0,Winter Olympics,1,80.0,4,0,2,1,0,0
2022-02-05,USA,0,,0,0,Winter Olympics,1,14.0,5,1,2,1,0,0
2022-02-05,UK,0,,0,0,Winter Olympics,1,52.0,5,1,2,1,0,0
2022-02-05,Germany,0,,0,0,Winter Olympics,1,85.0,5,1,2,1,0,0
2022-02-05,Canada,0,,0,0,Winter Olympics,1,146.0,5,1,2,1,0,0
2022-02-05,India,0,,0,0,Winter Olympics,1,191.0,5,1,2,1,0,0
2022-02-05,UAE,0,,0,0,Winter Olympics,1,300.0,5,1,2,1,0,0
2022-02-05,Australia,0,,0,0,Winter Olympics,1,79.0,5,1,2,1,0,0
2022-02-06,USA,0,,0,0,Winter Olympics,1,13.0,6,1,2,1,0,0
2022-02-06,UK,0,,0,0,Winter Olympics,1,51.0,6,1,2,1,0,0
2022-02-06,Germany,0,,0,0,Winter Olympics,1,84.0,6,1,2,1,0,0
2022-02-06,Canada,0,,0,0,Winter Olympics,1,145.0,6,1,2,1,0,0
2022-02-06,India,0,,0,0,Winter Olympics,1,190.0,6,1,2,1,0,0
2022-02-06,UAE,0,,0,0,Winter Olympics,1,299.0,6,1,2,1,0,0
2022-02-06,Australia,0,,0,0,Winter Olympics,1,78.0,6,1,2,1,0,0
2022-02-07,USA,0,Valentines Day,2,1,Winter Olympics,1,12.0,0,0,2,1,0,0
2022-02-07,UK,0,Valentines Day,2,1,Winter Olympics,1,50.0,0,0,2,1,0,0
2022-02-07,Germany,0,Valentines Day,2,1,Winter Olympics,1,83.0,0,0,2,1,0,0
2022-02-07,Canada,0,Valentines Day,2,1,Winter Olympics,1,144.0,0,0,2,1,0,0
2022-02-07,India,0,Valentines Day,2,1,Winter Olympics,1,189.0,0,0,2,1,0,0
2022-02-07,UAE,0,Valentines Day,2,1,Winter Olympics,1,298.0,0,0,2,1,0,0
2022-02-07,Australia,0,Valentines Day,2,1,Winter Olympics,1,77.0,0,0,2,1,0,0
2022-02-08,USA,0,Valentines Day,2,1,Winter Olympics,1,11.0,1,0,2,1,0,0
2022-02-08,UK,0,Valentines Day,2,1,Winter Olympics,1,49.0,1,0,2,1,0,0
2022-02-08,Germany,0,Valentines Day,2,1,Winter Olympics,1,82.0,1,0,2,1,0,0
2022-02-08,Canada,0,Valentines Day,2,1,Winter Olympics,1,143.0,1,0,2,1,0,0
2022-02-08,India,0,Valentines Day,2,1,Winter Olympics,1,188.0,1,0,2,1,0,0
2022-02-08,UAE,0,Valentines Day,2,1,Winter Olympics,1,297.0,1,0,2,1,0,0
2022-02-08,Australia,0,Valentines Day,2,1,Winter Olympics,1,76.0,1,0,2,1,0,0
2022-02-09,USA,0,Valentines Day,2,1,Winter Olympics,1,10.0,2,0,2,1,0,0
2022-02-09,UK,0,Valentines Day,2,1,Winter Olympics,1,48.0,2,0,2,1,0,0
2022-02-09,Germany,0,Valentines Day,2,1,Winter Olympics,1,81.0,2,0,2,1,0,0
2022-02-09,Canada,0,Valentines Day,2,1,Winter Olympics,1,142.0,2,0,2,1,0,0
2022-02-09,India,0,Valentines Day,2,1,Winter Olympics,1,187.0,2,0,2,1,0,0
2022-02-09,UAE,0,Valentines Day,2,1,Winter Olympics,1,296.0,2,0,2,1,0,0
2022-02-09,Australia,0,Valentines Day,2,1,Winter Olympics,1,75.0,2,0,2,1,0,0
2022-02-10,USA,0,Valentines Day,2,1,Winter Olympics,1,9.0,3,0,2,1,0,0
2022-02-10,UK,0,Valentines Day,2,1,Winter Olympics,1,47.0,3,0,2,1,0,0
2022-02-10,Germany,0,Valentines Day,2,1,Winter Olympics,1,80.0,3,0,2,1,0,0
2022-02-10,Canada,0,Valentines Day,2,1,Winter Olympics,1,141.0,3,0,2,1,0,0
2022-02-10,India,0,Valentines Day,2,1,Winter Olympics,1,186.0,3,0,2,1,0,0
2022-02-10,UAE,0,Valentines Day,2,1,Winter Olympics,1,295.0,3,0,2,1,0,0
2022-02-10,Australia,0,Valentines Day,2,1,Winter Olympics,1,74.0,3,0,2,1,0,0
2022-02-11,USA,0,Valentines Day,2,1,Winter Olympics,1,8.0,4,0,2,1,0,0
2022-02-11,UK,0,Valentines Day,2,1,Winter Olympics,1,46.0,4,0,2,1,0,0
2022-02-11,Germany,0,Valentines Day,2,1,Winter Olympics,1,79.0,4,0,2,1,0,0
2022-02-11,Canada,0,Valentines Day,2,1,Winter Olympics,1,140.0,4,0,2,1,0,0
2022-02-11,India,0,Valentines Day,2,1,Winter Olympics,1,185.0,4,0,2,1,0,0
2022-02-11,UAE,0,Valentines Day,2,1,Winter Olympics,1,294.0,4,0,2,1,0,0
2022-02-11,Australia,0,Valentines Day,2,1,Winter Olympics,1,73.0,4,0,2,1,0,0
2022-02-12,USA,0,Valentines Day,2,1,Winter Olympics,1,7.0,5,1,2,1,0,0
2022-02-12,UK,0,Valentines Day,2,1,Winter Olympics,1,45.0,5,1,2,1,0,0
2022-02-12,Germany,0,Valentines Day,2,1,Winter Olympics,1,78.0,5,1,2,1,0,0
2022-02-12,Canada,0,Valentines Day,2,1,Winter Olympics,1,139.0,5,1,2,1,0,0
2022-02-12,India,0,Valentines Day,2,1,Winter Olympics,1,184.0,5,1,2,1,0,0
2022-02-12,UAE,0,Valentines Day,2,1,Winter Olympics,1,293.0,5,1,2,1,0,0
2022-02-12,Australia,0,Valentines Day,2,1,Winter Olympics,1,72.0,5,1,2,1,0,0
2022-02-13,USA,0,Valentines Day,2,1,Winter Olympics,1,6.0,6,1,2,1,0,0
2022-02-13,UK,0,Valentines Day,2,1,Winter Olympics,1,44.0,6,1,2,1,0,0
2022-02-13,Germany,0,Valentines Day,2,1,Winter Olympics,1,77.0,6,1,2,1,0,0
2022-02-13,Canada,0,Valentines Day,2,1,Winter Olympics,1,138.0,6,1,2,1,0,0
2022-02-13,India,0,Valentines Day,2,1,Winter Olympics,1,183.0,6,1,2,1,0,0
2022-02-13,UAE,0,Valentines Day,2,1,Winter Olympics,1,292.0,6,1,2,1,0,0
2022-02-13,Australia,0,Valentines Day,2,1,Winter Olympics,1,71.0,6,1,2,1,0,0
2022-02-14,USA,0,Valentines Day,2,1,Winter Olympics,1,5.0,0,0,2,1,0,0
2022-02-14,UK,0,Valentines Day,2,1,Winter Olympics,1,43.0,0,0,2,1,0,0
2022-02-14,Germany,0,Valentines Day,2,1,Winter Olympics,1,76.0,0,0,2,1,0,0
2022-02-14,Canada,0,Valentines Day,2,1,Winter Olympics,1,137.0,0,0,2,1,0,0
2022-02-14,India,0,Valentines Day,2,1,Winter Olympics,1,182.0,0,0,2,1,0,0
2022-02-14,UAE,0,Valentines Day,2,1,Winter Olympics,1,291.0,0,0,2,1,0,0
2022-02-14,Australia,0,Valentines Day,2,1,Winter Olympics,1,70.0,0,0,2,1,0,0
2022-02-15,USA,0,,0,0,Winter Olympics,1,4.0,1,0,2,1,0,0
2022-02-15,UK,0,,0,0,Winter Olympics,1,42.0,1,0,2,1,0,0
2022-02-15,Germany,0,,0,0,Winter Olympics,1,75.0,1,0,2,1,0,0
2022-02-15,Canada,0,,0,0,Winter Olympics,1,136.0,1,0,2,1,0,0
2022-02-15,India,0,,0,0,Winter Olympics,1,181.0,1,0,2,1,0,0
2022-02-15,UAE,0,,0,0,Winter Olympics,1,290.0,1,0,2,1,0,0
2022-02-15,Australia,0,,0,0,Winter Olympics,1,69.0,1,0,2,1,0,0
2022-02-16,USA,0,,0,0,Winter Olympics,1,3.0,2,0,2,1,0,0
2022-02-16,UK,0,,0,0,Winter Olympics,1,41.0,2,0,2,1,0,0
2022-02-16,Germany,0,,0,0,Winter Olympics,1,74.0,2,0,2,1,0,0
2022-02-16,Canada,0,,0,0,Winter Olympics,1,135.0,2,0,2,1,0,0
2022-02-16,India,0,,0,0,Winter Olympics,1,180.0,2,0,2,1,0,0
2022-02-16,UAE,0,,0,0,Winter Olympics,1,289.0,2,0,2,1,0,0
2022-02-16,Australia,0,,0,0,Winter Olympics,1,68.0,2,0,2,1,0,0
2022-02-17,USA,0,,0,0,Winter Olympics,1,2.0,3,0,2,1,0,0
2022-02-17,UK,0,,0,0,Winter Olympics,1,40.0,3,0,2,1,0,0
2022-02-17,Germany,0,,0,0,Winter Olympics,1,73.0,3,0,2,1,0,0
2022-02-17,Canada,0,,0,0,Winter Olympics,1,134.0,3,0,2,1,0,0
2022-02-17,India,0,,0,0,Winter Olympics,1,179.0,3,0,2,1,0,0
